PAIS_ORIGEM;TITULO_ORIGINAL;ROE
FRANCA;NEVER SAY NEVER (AKA IL NE FAUT JURER DE RIEN);E1300000100000
FRANCA;NEW FRANCE (AKA: NOUVELLE FRANCE);E1300000100000
FRANCA;NEW MORNING CONCERTS;E1300000100000
FRANCA;NEW ORLEANS: STREET JAZZ & DIRTY RAP;E1500109500000
FRANCA;NEW SOUL - YEAL NAIM;E1300000100000
FRANCA;NEXT TIME I'LL AIM FOR THE HEART;E1500481900000
FRANCA;NI REPRISE, NI ECHANGEE - JULIETTE'S RANSOM;E1300000100000
FRANCA;NI UNE NI DEUX;E1900509700000
FRANCA;NICOLAS LE FLOCH;E1300000100000
FRANCA;NICOLAS LE FLOCH S5;E1300000100000
FRANCA;NIE YIN NIANG;E1600077500000
FRANCA;NIGER, UN FLEUVE À LA DÉRIVE;E1300000100000
FRANCA;NIGHT OF THE ZOOPOCALYPSE;E2400502000000
FRANCA;NIJINSKI;E1500495500000
FRANCA;NIKI;E2500106700000
FRANCA;NIKITA;E1300000100000
FRANCA;NILE RODGERS, SECRETS OF A HIT-MAKER;E1500369800000
FRANCA;NINA;E1600077600000
FRANCA;NINA SIMONE - LA LÉGENDE;E1500187600000
FRANCA;NINA SIMONE - THE LEGEND;E1500137200000
FRANCA;NINA´S HOME (AKA LA MAISON DE NINA);E1300000100000
FRANCA;NINE LIVES;E1600382000000
FRANCA;NINE MONTHS STRETCH;E1500708100000
FRANCA;NINO;E2500537300000
FRANCA;NINTH GATE, THE;E1800083400000
FRANCA;NIÑO PEZ, EL;E2200444600000
FRANCA;NO GODS, NO MASTERS;E1800126000000
FRANCA;NO LIMIT SEASON 1;E1300000100000
FRANCA;NO LIMITS;E1402640400000
FRANCA;NO MAD;E2000487300000
FRANCA;NO NEWS FROM GOD;E1300000100000
FRANCA;NO ONE KNOWS;E1500833200000
FRANCA;NO SECOND CHANCE;E1600064800000
FRANCA;NOCES;E1700224600000
FRANCA;NOD ALL WE IMAGINE AS LIGHT;E2400451300000
FRANCA;NON MA FILLE TU N'IRAS PAS DANSER;E1600610900000
FRANCA;NORMANDIE NUE;E1800607600000
FRANCA;NORTE MUSIQUE;E1300000100000
FRANCA;NOS BATAILLES;E1800555600000
FRANCA;NOS FUTURS;E1700107100000
FRANCA;NOSFERATU - PHANTOM DER NACHT;E1500656600000
FRANCA;NOSTALGIA;E2300377000000
FRANCA;NOSTALGIA DE LA LUZ;E1402805900000
FRANCA;NOTHING BUT THE TRUTH AKA TOUTE LA VERITÉ;E1300000100000
FRANCA;NOTHING BUT THE TRUTH SEASON II;E1300000100000
FRANCA;NOTRE DAME;E1900615900000
FRANCA;NOTRE JOUR VIENDRA AKA OUR DAY WILL COME;E1300000100000
FRANCA;NOTRE MUSIQUE;E1300000100000
FRANCA;NOTRE POISON QUOTIDIEN;E1300000100000
FRANCA;NOTTE, LA;E2000382400000
FRANCA;NOUS FINIRONS ENSEMBLE;E1900510500000
FRANCA;NOUS SOMMES TOUS DES ASSASSINS;E1300000100000
FRANCA;NOUVELLE CHANCE;E1300000100000
FRANCA;NOUVELLE VAGUE;E1300000100000
FRANCA;NOUVELLE VAGUE;E2500485100000
FRANCA;NOVO;E1300000100000
FRANCA;NOW YOU KNOW;E1300000100000
FRANCA;NUE PROPRIÉTÉ;E1300000100000
FRANCA;NUIT DE VARENNES, LA;E1300000100000
FRANCA;NUIT DES ROIS, LA;E2100128300000
FRANCA;NUITS BLANCHES SUR LA JETÉE;E1402825900000
FRANCA;NUITS DE LA PLEINE LUNE, LES;E1300000100000
FRANCA;NUMBER ONE;E1800060200000
FRANCA;NYMPHOMANIAC  II;E1402444100000
FRANCA;NYMPHOMANIAC: VOL. I;E1500381600000
FRANCA;N´OUBLIE PAS QUE TU VAS MOURIR;E1300000100000
FRANCA;O SAMBA;E1500567600000
FRANCA;O SAMBA - MARTINHO DA VILA;E1600366600000
FRANCA;O.T.H.E.R;E2500484000000
FRANCA;OASIS OF THE ZOMBIES;E1300000100000
FRANCA;OBAN STAR-RACERS YEAR 1 (EPISODES 01-26);E1300000100000
FRANCA;OCEAN ORIGINS;E1300000100000
FRANCA;OCEANS;E1300000100000
FRANCA;OCEANS;E1600611000000
FRANCA;OFFERTES A TOUT 12;E1300000100000
FRANCA;OGRE, THE;E1300000100000
FRANCA;OIL OLIGARCHS - PUTIN’S GANGA;E2500268700000
FRANCA;OLGA;E2200152500000
FRANCA;OLIVE OIL;E1300000100000
FRANCA;OLMO AND THE SEAGULL;E1500689000000
FRANCA;OLYMPIC GAMES HELD AT CHAMONIX IN 1924;E1500728200000
FRANCA;OLYMPIC MAGAZINE 2006/2007;E1300000100000
FRANCA;OMAR SOSA & YILIAN CAÑIZARES - JAZZ À VIENNE 2019;E2200271700000
FRANCA;ON CONNAIT LA CHANSON;E1300000100000
FRANCA;ON MENT TOUJOURS À CEUX QU’ON AIME;E2000428500000
FRANCA;ON SIGHT;E1300000100000
FRANCA;ON THE FRENCH RIVIERA WITH MAN RAY AND PICASSO;E2300025200000
FRANCA;ON THE OTHER SIDE OF THE TRACKS;E1500271600000
FRANCA;ON THE ROAD;E2300098200000
FRANCA;ON THE ROAD TO USHUAIA - SEASON II;E1300000100000
FRANCA;ON THE RUMBA RIVER;E1300000100000
FRANCA;ON THE RUN;E1300000100000
FRANCA;ON THE WAVE;E1600116000000
FRANCA;ONCE UPON A PORN;E1300000100000
FRANCA;ONE ISLAND, TWO IRELANDS;E1300000100000
FRANCA;ONE MINUTE IN A MUSEUM;E1300000100000
FRANCA;ONE STEP BEYOND;E1300000100000
FRANCA;ONE STEP BEYOND;E1800028000000
FRANCA;ONE WILD MOMENT;E1600586600000
FRANCA;ONODA - 10 000 NIGHTS IN THE JUNGLE;E2200280300000
FRANCA;OPEN SKIES;E1300000100000
FRANCA;OPEN THE DOORS: HELLFEST;E1900155600000
FRANCA;OPERATION PORTUGAL;E2400056600000
FRANCA;OPERATION T4: UN MEDECIN SOUS LE NAZISME;E1500212500000
FRANCA;OPERATIVE, THE;E2000476000000
FRANCA;ORFEU NEGRO;E1300000100000
FRANCA;ORIENT EXPRESS;E1700081600000
FRANCA;ORLANDO;E2000076400000
FRANCA;ORLANDO, MA BIOGRAPHIE POLITIQUE;E2400084300000
FRANCA;ORPHANS OF TIBET;E1300000100000
FRANCA;ORPHELINE;E1700173200000
FRANCA;ORQUESTRA MUNDANA REFUGI;E1800541400000
FRANCA;ORSAY;E1300000100000
FRANCA;ORSON WELLES: SHADOWS & LIGHTS;E1500675300000
FRANCA;ORWELL 2+2=5;E2500520700000
FRANCA;OSS 117, LE CAIRE NID D'ESPIONS;E1300000100000
FRANCA;OSS 117: LE CAIRE NID D' ESPIONS;E1300000100000
FRANCA;OSS 117: RIO NE RÉPOND PLUS;E1300000100000
FRANCA;OUAGA PARADISO;E1300000100000
FRANCA;OUAGADOUGOU, CELLULE 32;E1300000100000
FRANCA;OUR HAPPY HOLLIDAY;E2000016500000
FRANCA;OUR LADY OF THE NILE;E2200359500000
FRANCA;OUTCAST;E1402769500000
FRANCA;OUVERT LA NUIT;E1700056000000
FRANCA;OVER-EATER, THE (AKA OUTREMANGEUR, L');E1300000100000
FRANCA;OVERDRIVE;E1700180700000
FRANCA;OVERTIME;E1300000100000
FRANCA;OWL'S LEGACY;E1800350100000
FRANCA;OXELO SKATEBOARDS TEAM;E1300000100000
FRANCA;OXYGENE;E1300000100000
FRANCA;P'TIT QUINQUIN;E1500276700000
FRANCA;PA GAGNE PRAN MAN;E2000363600000
FRANCA;PAAVO JÄRVI CONDUCTS THE ORCHESTRE DE PARIS WITH JORGE LUIS PRATS;E1800076800000
FRANCA;PACIFICTION;E2300110800000
FRANCA;PADDINGTON 2;E1700540700000
FRANCA;PADLE TO THE OCEAN;E1300000100000
FRANCA;PAGAILLE, LA;E1300000100000
FRANCA;PALAIS ROYAL;E1300000100000
FRANCA;PALAIS ROYAL!;E1300000100000
FRANCA;PALETTES;E1500382600000
FRANCA;PANIQUE AU VILLAGE;E1300000100000
FRANCA;PAOLO FRESU QUINTET;E1500186300000
FRANCA;PAPA OU MAMAN;E1500736500000
FRANCA;PAPA OU MAMAN 2;E1700577600000
FRANCA;PAPAS POULES: TOUT POUR LEUR ENFANTS;E1300000100000
FRANCA;PAPICHA;E1900458900000
FRANCA;PARADISE NOW;E1300000100000
FRANCA;PARANOID PARK;E1300000100000
FRANCA;PARAPLUIES DE CHERBOURG, LES;E1800600900000
FRANCA;PARASITE;E1900165900000
FRANCA;PARENT MODE D¿EMPLOI;E1500932300000
FRANCA;PARENTS D'ÉLÈVES;E2000476100000
FRANCA;PARFUMS, LES;E2100344200000
FRANCA;PARIS;E1300000100000
FRANCA;PARIS;E1600611900000
FRANCA;PARIS 2010: THE GREAT FLOOD;E1300000100000
FRANCA;PARIS A TOUT PRIX;E1402443300000
FRANCA;PARIS BROTHEL;E1500379600000
FRANCA;PARIS BRÛLE-T-IL?;E1800334500000
FRANCA;PARIS BY NIGHT / PARIS LA NUIT;E1700521400000
FRANCA;PARIS COUNTDOWN;E1300000100000
FRANCA;PARIS DERRIERE;E1300000100000
FRANCA;PARIS JE T'AIME;E1600545300000
FRANCA;PARIS JE T¿AIME;E1300000100000
FRANCA;PARIS MANHATTAN;E1300000100000
FRANCA;PARIS NOUS APPARTIENT;E2000248200000
FRANCA;PARIS OR PERISH;E1600000400000
FRANCA;PARIS PIEDS NUS;E1700270600000
FRANCA;PARIS, A CAPITAL TALE;E1300000100000
FRANCA;PARIS, TEXAS;E1300000100000
FRANCA;PARIS, TEXAS;E1900108100000
FRANCA;PARIS,TEXAS;E2500374000000
FRANCA;PARIS-MANHATTAN;E1300000100000
FRANCA;PARIS-MANHATTAN;E1500652700000
FRANCA;PARIS: ENQUÊTES CRIMINELLES;E1300000100000
FRANCA;PARIS: ENQUÊTES CRIMINELLES - SEASON II;E1300000100000
FRANCA;PARLEZ-MOI DE LA PLUIE;E1300000100000
FRANCA;PARLEZ-MOI DE LA PLUIE;E1600611600000
FRANCA;PARTIR;E1600612000000
FRANCA;PARTY ANIMALS;E1300000100000
FRANCA;PARTY GIRL;E1500459000000
FRANCA;PARTYING, ALCOHOL, EXCESS: THE NEW KINGS OF THE NIGHT;E1900608000000
FRANCA;PARWARESHGHAH;E2100526200000
FRANCA;PAS DES VAGUES;E2400489800000
FRANCA;PAS SUR LA BOUCHE;E1600612200000
FRANCA;PASOLINI;E1500636800000
FRANCA;PASSAGER DE LA PLUIE;E1300000100000
FRANCA;PASSAGERS DE LA NUIT, LES;E2200395600000
FRANCA;PASSAGES;E2300167200000
FRANCA;PASSE-PASSE;E1300000100000
FRANCA;PASSE-PASSE AKA OFF AND RUNNING;E1300000100000
FRANCA;PASSION;E1300000100000
FRANCA;PASSION;E1900531600000
FRANCA;PASSION DE JEANNE D'ARC, LA;E1900532500000
FRANCA;PASSÉ, LE;E1402444300000
FRANCA;PASTEUR;E1300000100000
FRANCA;PATAGONIE SAUVAGE;E1300000100000
FRANCA;PATHFINDERS;E1300000100000
FRANCA;PAUL KLEE, LE SILENCE DE L'ANGE;E1300000100000
FRANCA;PAUL SMITH, GENTLEMAN DESIGNER;E1500791100000
FRANCA;PAUL VIRILIO: PENSER LA VITESSE;E1300000100000
FRANCA;PAULINE A LA PLAGE;E1300000100000
FRANCA;PAY OFF;E1300000100000
FRANCA;PAY OFF 2;E1300000100000
FRANCA;PEARL HARBOR, THE WORLD ON FIRE;E2500327200000
FRANCA;PEAU D'ANE;E1300000100000
FRANCA;PEAU D'ÂNE;E1300000100000
FRANCA;PEAU DOUCE, LA  AKA   THE SOFT SKIN;E1300000100000
FRANCA;PEDRO ALMODÓVAR, THE RASCAL OF LA MANCHA;E2400117200000
FRANCA;PEINDRE OU FAIRE L'AMOUR;E1300000100000
FRANCA;PEINDRE OU FAIRE L´AMOUR;E1600545400000
FRANCA;PENNY PINCHER;E1700271100000
FRANCA;PEOPLE;E1300000100000
FRANCA;PERE AT FILS;E1300000100000
FRANCA;PERE ET FILS (FATHER AND SONS);E1300000100000
FRANCA;PERFECT MOMENT;E1300000100000
FRANCA;PERFUME: LA FRENCH TOUCH;E1300000100000
FRANCA;PERFUME: THE FRENCH TOUCH;E1500590000000
FRANCA;PERSEPOLIS;E1300000100000
FRANCA;PERSEPOLIS;E1600612700000
FRANCA;PERSONA NON GRATA;E2000428300000
FRANCA;PERSONAL SHOPPER;E1700054800000
FRANCA;PESTICIDES - THE BRAZILIAN NIGHTMARE;E2300328300000
FRANCA;PETER CINCOTTI;E1300000100000
FRANCA;PETER VON KANT;E2200194000000
FRANCA;PETIT BUS ROUGE;E1300000100000
FRANCA;PETIT LIEUTENANT, LE;E1300000100000
FRANCA;PETIT SOLDAT, LE;E2000119700000
FRANCA;PETIT SPIROU, LE;E1800541500000
FRANCA;PETITE FILLE;E2000518400000
FRANCA;PETITE MAMAN;E2100458200000
FRANCA;PETITS MOUCHOIRS, LES;E1300000100000
FRANCA;PETITS MOUCHOIRS, LES AKA LITTLE WHITE LIES;E1300000100000
FRANCA;PETITS PRINCES, LES;E1300000100000
FRANCA;PETS ON A TRAIN;E2500329500000
FRANCA;PEUPLE ET SON ROI, UN;E2000149200000
FRANCA;PHAEDRA;E1300000100000
FRANCA;PHANTOM BOY;E1600489300000
FRANCA;PHOENIX - ENTERTAINMENT;E1300000100000
FRANCA;PHOENIX LIVE AT BERCY;E1800567700000
FRANCA;PHOTO;E1500797400000
FRANCA;PIANISTE, LA;E1700253800000
FRANCA;PIANO, THE;E2000406500000
FRANCA;PICASSO, L’INVENTAIRE D’UNE VIE;E1900057200000
FRANCA;PICASSO, THE LEGACY;E1300000100000
FRANCA;PICCOLO CORPO;E2300451900000
FRANCA;PICKPOCKET;E1900022700000
FRANCA;PIERRE ET LE LOUP;E1600763700000
FRANCA;PIERROT LE FOU;E1300000100000
FRANCA;PIERROT LE FOU;E2100008500000
FRANCA;PIGALLE, LA NUIT;E1300000100000
FRANCA;PIL'S ADVENTURES;E2300244800000
FRANCA;PILLS: NEVER ENOUGH;E1300000100000
FRANCA;PIMP AKA LE MAC;E1300000100000
FRANCA;PINA;E1300000100000
FRANCA;PINA;E1500421700000
FRANCA;"PINA BAUSCH: ""ONE DAY PINA ASKED ME...""";E2200160300000
FRANCA;PINK ATTITUDE;E1402632200000
FRANCA;PINK FLOYD: LIVE AT POMPEII;E2600108500000
FRANCA;PINK GENERATION;E1300000100000
FRANCA;PINOCCHIO;E2000294800000
FRANCA;PINOCCHIO;E2200372900000
FRANCA;PINOCCHIO;E2200401300000
FRANCA;PIRATA & CAPITANO;E1700470900000
FRANCA;PIRATE RADIO;E1500282400000
FRANCA;PIRATES;E1300000100000
FRANCA;PIXIES LIVE AT EUROCKÉENNES 2014;E1500268300000
FRANCA;PJ HARVEY - LIVE À L'OLYMPIA;E2500053500000
FRANCA;PLACE PUBLIQUE;E1800343300000
FRANCA;PLACE VENDOME;E1300000100000
FRANCA;PLACEBO;E1300000100000
FRANCA;PLACEBO - LIVE AT MAIN SQUARE FESTIVAL;E1300000100000
FRANCA;PLAGES D'AGNÈS, LES AKA BEACHES OF AGNÈS, THE;E1300000100000
FRANCA;PLAIRE, AIMER ET COURIR VITE;E1800494800000
FRANCA;PLANET ICE;E1300000100000
FRANCA;PLANET OCEAN;E1300000100000
FRANCA;PLANETARIUM;E1700173300000
FRANCA;PLANKTON INVASION;E1300000100000
FRANCA;PLASTIC PLANET;E1300000100000
FRANCA;PLATA QUEMADA;E1300000100000
FRANCA;PLAY;E1300000100000
FRANCA;PLAYGROUND;E1600099800000
FRANCA;PLAYING DEAD;E1402566600000
FRANCA;PLAYMOBIL;E1900127400000
FRANCA;PLAYTIME;E1900281400000
FRANCA;PLEASE NOT NOW;E1300000100000
FRANCA;PLEASE STAY POSITIVE - JEREMY FLORES;E1500810300000
FRANCA;PLEIN SOLEIL;E1300000100000
FRANCA;PLONGER;E1800498400000
FRANCA;POCKET PARTIES;E1300000100000
FRANCA;POD GENERATION, THE;E2400111200000
FRANCA;POESÍA SIN FIN;E1700274700000
FRANCA;POINT BLANK;E1300000100000
FRANCA;POINT BLANK AKA À BOUT PORTANT;E1300000100000
FRANCA;POINTE COURTE, LA;E1800601800000
FRANCA;POLICE;E2100093300000
FRANCA;POLISSE;E1300000100000
FRANCA;POLISSE;E1600180100000
FRANCA;POLTERGAY;E1300000100000
FRANCA;POP MODELS;E1500786300000
FRANCA;POPE FRANCIS MAN OF HIS WORD;E1800348200000
FRANCA;POPULAIRE;E1300000100000
FRANCA;POPULAIRE;E1600160200000
FRANCA;POR TU CULPA;E1600664000000
FRANCA;PORNSTARS - SEASON 1 (1 A 21);E1300000100000
FRANCA;PORNSTARS S1 (22 A 24);E1300000100000
FRANCA;PORNSTARS S2;E1300000100000
FRANCA;PORTO;E1800280700000
FRANCA;PORTRAIT DE LA JEUNE FILLE EN FEU;E1900608900000
FRANCA;PORTRAITS SELF-PORTRAIT;E1300000100000
FRANCA;PORTUGAL 74': THE SOLDIERS' REVOLUTION;E2500115800000
FRANCA;PORTZAMPARC, AN ARCHITECT IN MOVEMENT;E2500205500000
FRANCA;POTICHE;E1300000100000
FRANCA;POTICHE;E1600220500000
FRANCA;POUR ELLE;E1300000100000
FRANCA;POUR UNE FEMME;E1500670300000
FRANCA;POUR VOUS SERVIR;E1300000100000
FRANCA;POURQUOI LES AVIONS TOMBENT AKA WHY PLANES FALL;E1300000100000
FRANCA;POURQUOI...PASSKEU;E1300000100000
FRANCA;POWER PLAYERS;E1900595200000
FRANCA;PRANCER: A CHRISTMAS TALE;E2300403400000
FRANCA;PRAYER BEFORE DAWN, A;E2000281200000
FRANCA;PRAYING MANTIS - ALIEN INSECT, THE;E1300000100000
FRANCA;PREDADORES A ULTIMA CHANCE;E1300000100000
FRANCA;PRELJOCAJ IN NEW YORK;E2200194800000
FRANCA;PREMIÈRE ANNÉE;E1800607700000
FRANCA;PRENOM CARMEN;E1300000100000
FRANCA;PRESQUE;E2200134700000
FRANCA;PREY;E1300000100000
FRANCA;PREY AKA LA TRAQUE;E1300000100000
FRANCA;PRICE OF MONEY: A LARGO WINCH ADVENTURE, THE;E2400430600000
FRANCA;PRICELESS (AKA: HORS DE PRIX);E1300000100000
FRANCA;PRICELESS (HORS DE PRIX);E1300000100000
FRANCA;PRICELESS AKA HORS DE PRIX;E1300000100000
FRANCA;PRIDE AND PREJUDICE;E1300000100000
FRANCA;PRIMAL SCREAM LIVE AT THE GAITÉ LYRIQUE;E1900552600000
FRANCA;PRIMAVERA;E2600006900000
FRANCA;PRINCES ET PRINCESSES;E1300000100000
FRANCA;PRINCESS OF THE SUN;E1300000100000
FRANCA;PRINCESS SHEHERAZADE (PRINCESA SHERAZEDE);E1300000100000
FRANCA;PRISON;E1500299800000
FRANCA;PRIVATE PARTIES;E1300000100000
FRANCA;PROFESSION: IT GIRL;E1300000100000
FRANCA;PROFESSIONAL, THE;E1300000100000
FRANCA;PROFESSIONAL, THE;E1500872900000
FRANCA;PROFFESIONAL, THE;E1300000100000
FRANCA;PROFILING AKA PROFILAGE;E1300000100000
FRANCA;PROIE PREY AKA LA TRAQUE;E1300000100000
FRANCA;PROIE, LA AKA PREY, THE;E1300000100000
FRANCA;PROMIS LE CIEL;E2500537800000
FRANCA;PROMISED LAND;E1900108300000
FRANCA;PROPPHÉTIE DES GRNOUILLES, LA;E1300000100000
FRANCA;PROXIMA;E2000004800000
FRANCA;PRÉNOM CARMEN;E1300000100000
FRANCA;PRÉPAREZ VOS MOUCHOIRS;E2500446400000
FRANCA;PRÉSIDENT (AKA: THE PRESIDENT);E1300000100000
FRANCA;PRÊTE-MOI TA MAIN;E1600589500000
FRANCA;PSG: GENESIS;E1700127300000
FRANCA;PUBLIC ENEMY #1: CARBON;E1300000100000
FRANCA;PUBLIC ENEMY 1 AKA L'INSTINCT DE MORT;E1300000100000
FRANCA;PUBLIC ENEMY Nº 1;E1300000100000
FRANCA;PUBLIC ENEMY Nº 1;E1600613800000
FRANCA;PUBLIC ENEMY Nº 1 PART 2 AKA MESRINE PART 2;E1300000100000
FRANCA;PUCCINI;E1300000100000
FRANCA;PUGGY - MAIN SQUARE FESTIVAL, FRANCE 07TH OF JULY 2013;E1402636500000
FRANCA;PUISQUE NOUS SOMMES NÉS;E1600613900000
FRANCA;PUNCH LINE;E1300000100000
FRANCA;PUSHING THE LIMITS;E1402684300000
FRANCA;PUT YOUR SOUL ON YOUR HAND AND WALK;E2500455200000
FRANCA;PUTIN'S WITNESSES;E2000183700000
FRANCA;P´TIT QUIN QUIN;E1500583300000
FRANCA;PÁJAROS DE VERANO;E1900356000000
FRANCA;PÈRE ET FILS;E1300000100000
FRANCA;QU'EST-CE QU'ON A ENCORE FAIT AU BON DIEU?;E2000199300000
FRANCA;QU'EST-CE QU'ON A FAIT AU BON DIEU?;E1600401300000
FRANCA;QU'EST-CE QU'ON A FAIT DU BON DIUE?;E1500462700000
FRANCA;QUAI D'ORSAY;E1500670400000
FRANCA;QUAND J'ETAIS CHANTEUR;E1600545500000
FRANCA;QUAND J'ÉTAIS CHANTEUR;E1300000100000
FRANCA;QUAND ON A 17 ANS;E1700467400000
FRANCA;QUAND VIENT L’AUTOMNE;E2500035700000
FRANCA;QUARTIER LOINTAIN;E1600177900000
FRANCA;QUATRE CENTS COUPS, LES  AKA   THE FOUR HUNDRED BLOWS;E1300000100000
FRANCA;QUATRO ETOILES (AKA FOUR STARS);E1300000100000
FRANCA;QUEEN & COUNTRY;E1500299900000
FRANCA;QUEEN B: BECOMING AN ICON;E1700105400000
FRANCA;QUEEN MARGOT;E1300000100000
FRANCA;QUEEN OF THE STONE AGE @ MAIN SQUARE FESTIVAL;E2100522200000
FRANCA;QUEENS OF THE STONE AGE;E1300000100000
FRANCA;QUEENS OF THE STONE AGE - ZÉNITH, PARIS FRANCE 14TH OF NOVEMBER 2013;E1500190800000
FRANCA;QUEENS OF THE STONE AGE AU FESTIVAL LES NUITS DE FOUVIÈRE;E2500053200000
FRANCA;QUELQU'UN DERRIÈRE LA PORTE;E1300000100000
FRANCA;QUELQUE CHOSE A TE DIRE;E1300000100000
FRANCA;QUELQUE CHOSE À TE DIRE;E1600614000000
FRANCA;QUELQUE JOUR EN SEPTEMBRE (AKA A FEW DAYS IN SEPTEMBER);E1300000100000
FRANCA;QUELQUES HEURS DE PRINTEMP;E1600146000000
FRANCA;QUELQUES JOURS PAS PLUS;E2500280700000
FRANCA;QUI M'AIME ME SUIVE;E1900592500000
FRANCA;QUICKIE, THE;E1300000100000
FRANCA;QUICKSAND;E1300000100000
FRANCA;QUIET LIFE;E2500146100000
FRANCA;QUITTER LA NUIT;E2600032400000
FRANCA;QUIÉN TE CANTARÁ;E1900046800000
FRANCA;R.T.T.;E1300000100000
FRANCA;RABIA;E2500278100000
FRANCA;RABIN, THE LAST DAY;E2300425500000
FRANCA;RABIYE;E2300070700000
FRANCA;RACHEL KHOO LITLLE PARIS KITCHEN;E1300000100000
FRANCA;RADIANCE;E1800158300000
FRANCA;RADIN!;E1800012800000
FRANCA;RADIOHEAD;E1300000100000
FRANCA;RAFIKI;E1900037200000
FRANCA;RAID DINGUE;E1700378600000
FRANCA;RAININ IN PARADIZE - MANU CHAO;E1300000100000
FRANCA;RALLY DAKAR 2006;E1300000100000
FRANCA;RAMEN TEH;E1800316800000
FRANCA;RAMYBE MUSU SAPNUOSE;E1500822100000
FRANCA;RANI;E1300000100000
FRANCA;RANSOM;E1800454000000
FRANCA;RAPITO;E2400202200000
FRANCA;RAPT;E1600619600000
FRANCA;RATS PARIS UNDER SIEGE;E1300000100000
FRANCA;RAY CHARLES IN PLEYEL;E2100317900000
FRANCA;RAYMOND DEVOS - OLYMPIA 1994;E1700124600000
FRANCA;RAYMOND DEVOS - OLYMPIA 1999;E1700124700000
FRANCA;RAYMOND DEVOS - THEATRE  ROMAIN ROLLAND 1992;E1700124800000
FRANCA;RAYMOND DEVOS - THÉATRE MONTPARNASSE 1982;E1700124900000
FRANCA;RAZORSNOWBIKE 2012;E1300000100000
FRANCA;RAZZIA;E1800300200000
FRANCA;RB ELEMENTS 2014 FRANCE;E1500374000000
FRANCA;REAL MADRID CLUB DE FUTBOL;E1700591100000
FRANCA;REALITY;E1500652800000
FRANCA;REALIVE;E1800174400000
FRANCA;REALTIME;E1300000100000
FRANCA;REBELLES;E1900275200000
FRANCA;REBELLION;E1600196700000
FRANCA;RECETTES FRANÇAISES;E1300000100000
FRANCA;RED BULL BIRD'S EYE 2013 BULGARIA;E1500737100000
FRANCA;RED FANG EUROCKÉENNES FESTIVAL, FRANCE 07TH OF JULY 2013;E1402636600000
FRANCA;RED SIREN;E1300000100000
FRANCA;RED SIREN, THE;E1300000100000
FRANCA;REEL HOT;E1300000100000
FRANCA;REEL RIVALS OF THE CINEMA;E2200354600000
FRANCA;REFLECTION IN A DEAD DIAMOND;E2500248400000
FRANCA;REGARDE;E2600134000000
FRANCA;REINES D´UN JOUR;E1300000100000
FRANCA;REINVENTING CHINA;E2300371500000
FRANCA;REKVIJEM ZA GOSPODJU J.;E1800163500000
FRANCA;RELATIONSHIP STATUS: IT'S COMPLICATED;E1600093400000
FRANCA;RELIC HUNTER SEASON 3;E1300000100000
FRANCA;REMEMBER ME;E2100534000000
FRANCA;RENAISSANCE;E1300000100000
FRANCA;RENDEZ VOUS IN PARIS - SEASON I;E1300000100000
FRANCA;RENDEZ VOUS IN PARIS - SEASON II;E1300000100000
FRANCA;RENDEZ-VOUS BRULANT;E1300000100000
FRANCA;RENDEZ-VOUS À MELBOURNE;E1500728800000
FRANCA;RENE ET GISELE;E1300000100000
FRANCA;RENOIR;E1300000100000
FRANCA;RENOIR;E1600160900000
FRANCA;RENOIR AND THE GIRL WITH A BLUE RIBBON;E2300025300000
FRANCA;REPERTOIRE NO 1;E2200194500000
FRANCA;REPUBLICA JOURNAL DU PEUPLE;E2000521400000
FRANCA;REQUIEM;E1300000100000
FRANCA;REQUIEM FOR A CHAMPION;E1300000100000
FRANCA;RESERVA ESPECIAL;E1300000100000
FRANCA;RESET;E1700170800000
FRANCA;RESIDENT EVIL;E1700064300000
FRANCA;RESIDENT EVIL 6: THE FINAL CHAPTER;E1500758500000
FRANCA;RESIDENT EVIL: EXTINCTION;E1300000100000
FRANCA;RESIDENT EVIL: EXTINCTION;E1500719000000
FRANCA;RESIDENT EVIL: RETRIBUTION;E1500781800000
FRANCA;RESPIRE;E1500459300000
FRANCA;RESPIRO;E1300000100000
FRANCA;RESPIRO (GRAZIA'S ISLAND);E1300000100000
FRANCA;RESTER VERTICAL;E1700022100000
FRANCA;RETOUR A ITHAQUE;E1500398300000
FRANCA;RETOUR CHEZ MA MÈRE;E1700354500000
FRANCA;RETOUR À GORÉE;E1300000100000
FRANCA;REVAMP;E1800350400000
FRANCA;REVENGE;E1800198900000
FRANCA;REVOLVER;E1300000100000
FRANCA;REY;E1800086000000
FRANCA;RE_FRESH;E1300000100000
FRANCA;RICARDO CHAILLY / ORCHESTRE DE PARIS;E1600182100000
FRANCA;RICKY;E1300000100000
FRANCA;RICKY;E1600246800000
FRANCA;RIDDIM;E1300000100000
FRANCA;RIDE ABOVE;E2300245100000
FRANCA;RIDE ALONG;E1300000100000
FRANCA;RIDING STAR;E1300000100000
FRANCA;RIEN À FOUTRE;E2200403700000
FRANCA;RIEN À PERDRE;E2400054200000
FRANCA;RIO SONATA - NANA CAYMMI;E1300000100000
FRANCA;RIOS PATAGONICOS;E2100294500000
FRANCA;RIP'S DREAM;E1500914400000
FRANCA;RISE;E1500283600000
FRANCA;RISKING IT ALL: FISHING IN THE EXTREME 2013;E1300000100000
FRANCA;RITA HAYWORTH, AND MEN CREATED A GODDESS;E1800113000000
